Timestamp,Open,High,Low,Close,Volume,symbol
2025-01-17 01:00:00,100120.58,101833.28,100050.0,101659.8,3129.03705,BTC/USDT
2025-01-17 02:00:00,101659.8,102148.13,100780.54,101100.0,2269.38304,BTC/USDT
2025-01-17 03:00:00,101100.0,101271.74,100943.77,101051.73,759.63139,BTC/USDT
2025-01-17 04:00:00,101051.73,101490.78,100952.1,101481.29,685.45637,BTC/USDT
2025-01-17 05:00:00,101481.28,101782.02,101301.4,101334.05,905.85684,BTC/USDT
2025-01-17 06:00:00,101334.06,101586.96,101302.6,101408.99,413.87668,BTC/USDT
2025-01-17 07:00:00,101409.0,101899.49,101401.0,101440.5,1193.29541,BTC/USDT
2025-01-17 08:00:00,101440.51,102220.14,101439.77,102136.01,1964.78851,BTC/USDT
2025-01-17 09:00:00,102136.0,102288.0,101743.19,101861.26,1177.21807,BTC/USDT
2025-01-17 10:00:00,101861.26,102581.45,101794.14,102321.53,1549.58944,BTC/USDT
2025-01-17 11:00:00,102321.54,102443.5,102082.64,102237.6,688.88715,BTC/USDT
2025-01-17 12:00:00,102237.6,102959.66,102195.9,102745.69,1367.64014,BTC/USDT
2025-01-17 13:00:00,102745.68,102980.0,102422.45,102474.14,1091.04308,BTC/USDT
2025-01-17 14:00:00,102474.14,103395.47,102279.41,103378.95,2867.39252,BTC/USDT
2025-01-17 15:00:00,103379.23,104254.19,103285.79,104000.0,3972.29934,BTC/USDT
2025-01-17 16:00:00,104000.0,105000.0,103841.18,104972.81,3081.02614,BTC/USDT
2025-01-17 17:00:00,104972.81,105269.24,104025.49,104125.46,2634.44109,BTC/USDT
2025-01-17 18:00:00,104125.46,104946.01,104039.05,104835.68,1307.73288,BTC/USDT
2025-01-17 19:00:00,104835.68,105865.22,104684.21,105834.93,2313.65354,BTC/USDT
2025-01-17 20:00:00,105834.93,105847.02,104539.18,104692.7,2246.47712,BTC/USDT
2025-01-17 21:00:00,104692.7,105041.05,104462.02,104604.49,1431.12357,BTC/USDT
2025-01-17 22:00:00,104604.49,104694.42,104204.0,104410.39,838.35441,BTC/USDT
2025-01-17 23:00:00,104410.4,104526.32,104065.25,104077.48,550.15648,BTC/USDT
2025-01-18 00:00:00,104077.47,104656.87,104075.34,104656.87,638.77711,BTC/USDT
2025-01-18 01:00:00,104656.87,104656.87,104082.19,104268.14,833.43737,BTC/USDT
2025-01-18 02:00:00,104268.14,104500.0,104259.98,104327.98,432.6465,BTC/USDT
2025-01-18 03:00:00,104327.99,104479.31,103000.25,103559.82,1613.9646,BTC/USDT
2025-01-18 04:00:00,103559.82,103726.23,102666.55,103599.27,1465.98462,BTC/USDT
2025-01-18 05:00:00,103599.27,103771.21,102818.0,102829.27,1378.0847,BTC/USDT
2025-01-18 06:00:00,102829.27,103636.91,102822.16,103440.39,1129.47925,BTC/USDT
2025-01-18 07:00:00,103440.39,103488.9,102602.48,102821.75,963.58283,BTC/USDT
2025-01-18 08:00:00,102821.75,103344.7,102277.55,103272.0,1495.73398,BTC/USDT
2025-01-18 09:00:00,103271.99,103455.89,103059.11,103159.29,744.01579,BTC/USDT
2025-01-18 10:00:00,103159.29,103294.35,102828.95,103184.64,905.13882,BTC/USDT
2025-01-18 11:00:00,103184.64,103883.01,102932.01,103589.29,969.22689,BTC/USDT
2025-01-18 12:00:00,103589.29,104035.28,103372.08,103457.34,851.81122,BTC/USDT
2025-01-18 13:00:00,103457.34,104395.92,103107.65,104365.81,1163.74718,BTC/USDT
2025-01-18 14:00:00,104365.81,104562.5,103722.0,103993.03,1347.04684,BTC/USDT
2025-01-18 15:00:00,103993.02,104988.88,103761.05,104568.96,1639.57277,BTC/USDT
2025-01-18 16:00:00,104568.96,104719.29,103156.02,103253.66,1948.60197,BTC/USDT
2025-01-18 17:00:00,103253.65,104207.97,103253.65,103826.16,805.95293,BTC/USDT
2025-01-18 18:00:00,103826.16,104395.92,103779.76,104084.74,860.07852,BTC/USDT
2025-01-18 19:00:00,104084.74,104486.93,104080.71,104382.01,582.5223,BTC/USDT
2025-01-18 20:00:00,104382.0,104488.0,103765.44,104035.42,778.47913,BTC/USDT
2025-01-18 21:00:00,104035.42,104276.34,103878.87,103889.29,607.34292,BTC/USDT
2025-01-18 22:00:00,103888.96,104307.0,103860.91,104291.3,418.18245,BTC/USDT
2025-01-18 23:00:00,104291.3,104750.0,104291.3,104556.23,734.41929,BTC/USDT
2025-01-19 00:00:00,104556.23,104556.23,104108.0,104108.0,631.78323,BTC/USDT
2025-01-19 01:00:00,104108.01,104684.22,104013.51,104486.83,531.90385,BTC/USDT
2025-01-19 02:00:00,104486.83,105458.55,104486.83,104877.96,1271.86533,BTC/USDT
2025-01-19 03:00:00,104877.97,105183.51,104560.0,104984.01,835.78191,BTC/USDT
2025-01-19 04:00:00,104984.01,105267.67,104676.48,105032.03,1179.37159,BTC/USDT
2025-01-19 05:00:00,105032.04,105131.7,104191.19,105116.52,1200.22558,BTC/USDT
2025-01-19 06:00:00,105116.51,105634.78,105030.0,105568.29,1208.28488,BTC/USDT
2025-01-19 07:00:00,105568.29,105594.63,104960.26,105167.12,1197.63117,BTC/USDT
2025-01-19 08:00:00,105167.11,105167.12,104305.36,104428.24,1601.61344,BTC/USDT
2025-01-19 09:00:00,104428.23,105496.03,103450.69,105299.81,3235.23023,BTC/USDT
2025-01-19 10:00:00,105299.81,105299.81,104405.13,104823.86,1399.66861,BTC/USDT
2025-01-19 11:00:00,104823.86,105350.0,104209.56,104363.23,1659.36186,BTC/USDT
2025-01-19 12:00:00,104363.24,105040.3,104300.75,104936.54,1376.12368,BTC/USDT
2025-01-19 13:00:00,104936.54,105321.87,104850.58,104964.71,1148.03736,BTC/USDT
2025-01-19 14:00:00,104964.72,105706.48,104789.6,105160.0,1991.10223,BTC/USDT
2025-01-19 15:00:00,105159.99,105247.4,104500.01,104936.35,1510.85148,BTC/USDT
2025-01-19 16:00:00,104936.35,105228.27,104725.68,104963.11,850.57647,BTC/USDT
2025-01-19 17:00:00,104963.11,105148.42,104520.01,105115.8,900.94794,BTC/USDT
2025-01-19 18:00:00,105115.8,105250.0,104902.27,105042.9,605.1025,BTC/USDT
2025-01-19 19:00:00,105042.9,106200.74,104967.66,106200.0,1223.16865,BTC/USDT
2025-01-19 20:00:00,106200.0,106422.43,105486.0,106275.49,1629.00774,BTC/USDT
2025-01-19 21:00:00,106275.49,106368.33,103684.21,103684.44,3593.34084,BTC/USDT
2025-01-19 22:00:00,103684.43,104500.0,101104.71,103414.0,5056.42008,BTC/USDT
2025-01-19 23:00:00,103414.0,103414.0,99651.6,101331.57,7559.88233,BTC/USDT
2025-01-20 00:00:00,101331.57,101677.71,99550.0,99794.51,5734.89756,BTC/USDT
2025-01-20 01:00:00,99794.51,100999.99,99629.86,100692.82,3366.66439,BTC/USDT
2025-01-20 02:00:00,100692.82,102321.42,100600.0,101926.42,2712.65655,BTC/USDT
2025-01-20 03:00:00,101926.56,102211.08,101411.2,101891.93,2125.04174,BTC/USDT
2025-01-20 04:00:00,101891.94,102800.27,101535.28,102232.34,1354.3199,BTC/USDT
2025-01-20 05:00:00,102232.34,102825.73,102127.99,102344.2,1231.19752,BTC/USDT
2025-01-20 06:00:00,102344.2,109588.0,102220.8,107486.5,9897.782422,BTC/USDT
2025-01-20 07:00:00,107482.36,109499.99,106923.0,107120.65,8721.28782,BTC/USDT
2025-01-20 08:00:00,107120.65,108381.92,107093.33,108320.01,2473.29627,BTC/USDT
2025-01-20 09:00:00,108320.0,109193.23,107548.0,108132.05,3267.21621,BTC/USDT
2025-01-20 10:00:00,108132.05,108731.92,107769.18,107964.56,1721.08834,BTC/USDT
2025-01-20 11:00:00,107964.56,108550.0,107780.51,108239.19,1549.29703,BTC/USDT
2025-01-20 12:00:00,108239.19,108700.01,105472.95,106917.59,4856.77565,BTC/USDT
