,BTC/USDT_MONTHLY,ETH/USDT_MONTHLY,DOGE/USDT_MONTHLY,BNB/USDT_MONTHLY,ADA/USDT_MONTHLY,SOL/USDT_MONTHLY
0,-0.17817951649803568,-0.3023450964498716,-0.44336071927951554,-0.09748892913273989,-0.3473361202298756,-0.5194527697722039
