,BTC/USDT,BTC/USDT,BTC/USDT,BTC/USDT,BTC/USDT,ETH/USDT,ETH/USDT,ETH/USDT,ETH/USDT,ETH/USDT,DOGE/USDT,DOGE/USDT,DOGE/USDT,DOGE/USDT,DOGE/USDT,BNB/USDT,BNB/USDT,BNB/USDT,BNB/USDT,BNB/USDT,ADA/USDT,ADA/USDT,ADA/USDT,ADA/USDT,ADA/USDT,SOL/USDT,SOL/USDT,SOL/USDT,SOL/USDT,SOL/USDT,BTC/USDT,ETH/USDT,DOGE/USDT,BNB/USDT,ADA/USDT,SOL/USDT
,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Log_return,Log_return,Log_return,Log_return,Log_return,Log_return
TIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-23 05:00:00,102075.21,102639.36,102000.0,102532.52,890.29202,3197.51,3221.32,3196.61,3215.0,9634.7759,0.35029,0.35327,0.34988,0.35241,34389705.0,685.9,687.36,685.09,686.57,6545.018,0.9638,0.9727,0.9636,0.9702,3410536.6,246.58,250.19,246.51,249.33,184117.6,0.004470024070905026,0.005458103218721952,0.006033887667684159,0.0009909214922728918,0.006514681021193672,0.011090835792638016
2025-01-23 06:00:00,102532.52,102968.31,102209.23,102256.7,596.11322,3215.0,3225.28,3204.81,3208.1,8953.3819,0.3524,0.35567,0.3518,0.35285,23834642.0,686.58,688.13,683.8,683.93,11192.329,0.9701,0.9755,0.9648,0.9673,3127321.6,249.33,250.71,247.51,247.57,166218.854,-0.002693698103634215,-0.002148496101328088,0.0012477669429350438,-0.0038526133022658976,-0.0029935506226147304,-0.007083949929850576
2025-01-23 07:00:00,102256.71,102803.2,102084.51,102710.27,806.65241,3208.11,3234.0,3199.0,3233.48,13235.6793,0.35285,0.35442,0.35077,0.354,32693140.0,683.94,687.6,683.08,687.4,8917.102,0.9673,0.9733,0.9616,0.9719,4663223.9,247.57,250.0,246.31,249.53,134106.437,0.0044257934862762804,0.00788009504894402,0.0032538756869351522,0.005060791211480893,0.004744233320923499,0.007885778141033889
2025-01-23 08:00:00,102710.28,102724.94,102060.0,102215.75,613.31177,3233.48,3233.65,3208.63,3210.05,10795.8948,0.354,0.354,0.34966,0.34999,31732904.0,687.4,687.66,685.76,686.26,6409.399,0.9718,0.9737,0.9614,0.9627,3609118.1,249.52,249.92,245.73,246.21,124273.114,-0.004826336449863544,-0.007272443292596202,-0.011392330487057385,-0.0016597997491647315,-0.009511081725504073,-0.013394318134498016
2025-01-23 09:00:00,102215.75,102467.73,101650.0,101672.01,896.38504,3210.06,3221.76,3192.09,3197.01,12553.0511,0.34998,0.35255,0.34852,0.34941,31502949.0,686.26,687.9,683.56,683.71,12234.208,0.9627,0.9661,0.9541,0.9576,7340544.1,246.21,248.57,245.74,247.08,138184.106,-0.0053337315497218474,-0.004070515339353309,-0.0016585648640468048,-0.0037227135556997036,-0.005311682540157524,0.0035273405179684406
2025-01-23 10:00:00,101672.0,102072.72,101262.28,101683.61,1022.21944,3197.01,3213.37,3188.89,3203.99,15495.8935,0.34941,0.3514,0.3465,0.34824,51877813.0,683.71,685.96,683.0,683.69,14225.239,0.9576,0.962,0.9522,0.9564,6736107.2,247.08,248.2,242.33,243.91,239889.287,0.00011408585622162541,0.00218091009736631,-0.003354120538628108,-2.9252596169970494e-05,-0.0012539186595936988,-0.012912866036313636
2025-01-23 11:00:00,101683.61,102195.03,101683.6,101944.49,682.0455,3204.0,3216.75,3195.35,3213.08,15469.8645,0.34824,0.35022,0.34718,0.34859,30619751.0,683.68,685.71,683.11,685.56,11707.497,0.9565,0.967,0.9512,0.9665,5621829.3,243.91,245.26,242.9,244.19,152322.73,0.0025623196674090646,0.0028330705695630855,0.001004549257157773,0.0027314240096723117,0.010505063064215819,0.001147306005793555
2025-01-23 12:00:00,101944.5,102135.05,101401.31,101635.58,878.62297,3213.08,3218.18,3189.69,3203.75,22116.2686,0.34859,0.3488,0.34562,0.34642,37754939.0,685.55,685.68,682.01,682.41,13986.146,0.9666,0.9674,0.9542,0.9573,4436825.7,244.19,245.69,242.51,243.06,155182.564,-0.0030347787687208653,-0.002907979976034612,-0.006244534759065888,-0.0046053722924913314,-0.009564476696078099,-0.0046382843545242506
2025-01-23 13:00:00,101635.59,102709.93,101281.62,102512.28,1288.57422,3203.75,3243.0,3202.01,3233.99,25620.2224,0.34642,0.35155,0.34425,0.35085,63881325.0,682.4,686.86,681.0,686.03,12144.469,0.9573,0.9782,0.9534,0.9734,7763117.8,243.06,247.71,242.19,246.78,235347.344,0.008588925590310156,0.009394670308041288,0.012706869956163675,0.005290708316224421,0.016678275447046403,0.01518892502773351
2025-01-23 14:00:00,102512.28,106050.86,101989.81,105213.5,5857.46597,3233.99,3286.72,3222.66,3275.55,53034.3117,0.35084,0.35751,0.34795,0.35543,115322871.0,686.01,691.94,683.71,689.91,20990.308,0.9733,0.999,0.9659,0.9937,16102938.6,246.79,254.76,244.94,251.42,593525.319,0.026009022786122098,0.012769124914164272,0.01296954238998624,0.005639795753235793,0.020640252837963818,0.01862759601629721
2025-01-23 15:00:00,105213.6,105792.0,102643.49,105263.52,9216.36495,3275.55,3282.0,3225.68,3259.33,61528.9591,0.35544,0.35691,0.34817,0.35411,129517213.0,689.92,691.89,683.9,688.29,44716.82,0.9938,1.0016,0.9769,0.9949,21603724.5,251.43,252.81,244.58,249.39,667143.886,0.00047530130312246693,-0.004964141134557577,-0.0037207247591873474,-0.002350893551160233,0.0012068793579963902,-0.008106911275578551
2025-01-23 16:00:00,105263.52,106850.0,105028.0,105139.18,5160.86951,3259.33,3297.49,3252.5,3254.72,33511.4808,0.35408,0.36,0.35325,0.35383,95618115.0,688.3,692.84,686.51,686.77,15168.695,0.9949,1.0118,0.9912,0.9914,13875671.3,249.4,256.32,249.14,250.26,481315.694,-0.0011819241338127766,-0.0014154023286974443,-0.0007910275294523492,-0.0022108135195673534,-0.0035241440088405736,0.0034824412258025552
2025-01-23 17:00:00,105139.18,106230.42,104211.0,105927.78,1979.38581,3254.72,3272.0,3230.74,3265.85,18791.2023,0.35382,0.35556,0.34937,0.35451,47987496.0,686.76,689.35,684.0,688.46,9913.377,0.9914,0.995,0.9805,0.9907,6754444.7,250.25,253.35,247.66,252.25,201751.014,0.007472544916975915,0.0034138152981130214,0.0019199825193894691,0.0024577719373833438,-0.0007063216074888993,0.00792028179680944
2025-01-23 18:00:00,105927.78,106142.46,105100.0,105424.39,1193.91319,3265.85,3270.28,3235.29,3241.09,10949.8799,0.35452,0.35575,0.34973,0.34982,32722616.0,688.46,689.45,685.15,685.19,4277.815,0.9908,0.9934,0.9763,0.9768,4695515.3,252.25,253.19,250.24,250.65,144857.903,-0.004763527640869542,-0.007610372772319302,-0.013317817840116764,-0.004761047103571246,-0.01412984118248961,-0.006363115524205882
2025-01-23 19:00:00,105424.39,105514.73,103399.98,103770.04,1841.09666,3241.09,3246.88,3195.0,3204.98,22876.6148,0.34982,0.35016,0.34476,0.34628,44695175.0,685.2,685.7,681.64,682.61,11137.26,0.9769,0.9779,0.9646,0.9693,5516499.6,250.66,250.66,245.27,246.84,157785.276,-0.01581671642704441,-0.01120384287733501,-0.010171040131344141,-0.0037724858309751644,-0.007707761297932648,-0.015317190256646362
2025-01-23 20:00:00,103770.05,106421.03,102559.2,103284.48,9302.16037,3204.98,3295.47,3196.25,3247.18,87094.9417,0.34627,0.35874,0.34521,0.35041,157719857.0,682.61,691.17,681.38,684.94,47495.035,0.9692,1.0036,0.9673,0.9811,26152795.1,246.84,258.38,245.91,250.79,842220.881,-0.004690174260396102,0.013081077267529726,0.011856201120224555,0.0034075569515631065,0.012100229670782697,0.015875582102680457
2025-01-23 21:00:00,103284.01,103410.57,102195.7,103079.08,2569.80136,3247.17,3255.86,3213.93,3248.56,26681.8711,0.35041,0.3514,0.34143,0.3452,83939860.0,684.95,685.7,680.26,683.11,15487.84,0.9812,0.984,0.9622,0.9687,7575582.7,250.78,251.58,243.62,245.9,418236.837,-0.001990662186956024,0.0004248938599026017,-0.014979938258524653,-0.0026753424092863447,-0.012719424737005911,-0.01969098633339962
2025-01-23 22:00:00,103079.08,104700.0,102981.07,103978.82,1845.24984,3248.56,3323.49,3246.25,3322.36,39373.9853,0.34519,0.35425,0.34456,0.35277,43808852.0,683.11,689.6,682.5,689.33,11712.685,0.9687,0.992,0.9667,0.989,5663376.3,245.91,251.94,245.47,251.62,403339.944,0.008690763917336418,0.022463552541420725,0.021692327294161123,0.009064210582850295,0.020739365190372772,0.02299506370083793
2025-01-23 23:00:00,103978.82,104544.48,103776.06,103910.34,723.19154,3322.36,3347.97,3312.0,3338.21,27184.934,0.35277,0.35446,0.35151,0.35206,25426651.0,689.33,691.5,688.32,689.74,8350.515,0.9889,0.9945,0.9837,0.9867,4268674.1,251.62,255.0,250.54,253.11,181262.465,-0.0006588126333946786,0.004759361411672721,-0.002014670885607796,0.0005946036271976727,-0.0023282897595910735,0.005904163922660251
2025-01-24 00:00:00,103910.35,104157.98,103424.58,103446.62,794.72778,3338.22,3349.6,3284.6,3285.42,23709.1834,0.35207,0.35322,0.34716,0.34766,33533565.0,689.73,690.8,685.32,685.47,6641.718,0.9867,0.9902,0.9687,0.9695,3900131.3,253.12,256.46,252.27,252.73,215516.895,-0.004472681052565875,-0.0159402375388371,-0.012576624924431788,-0.006209980617211532,-0.017585567180414447,-0.0015024516506528347
2025-01-24 01:00:00,103446.62,103900.0,103039.87,103234.3,733.04731,3285.42,3325.97,3284.27,3298.49,20655.3994,0.34766,0.35036,0.34542,0.34702,27100611.0,685.48,688.0,684.38,684.79,6203.467,0.9695,0.9786,0.966,0.9687,3672827.8,252.74,253.05,248.93,250.08,183568.492,-0.0020545687012426643,0.003970290349884153,-0.0018425755198686513,-0.0009925124513906986,-0.0008255082503672689,-0.010540858521825765
2025-01-24 02:00:00,103234.3,103545.39,102956.72,103016.01,790.61956,3298.49,3313.9,3280.24,3285.41,13458.9643,0.34702,0.34805,0.34278,0.34395,33074297.0,684.8,684.88,680.01,680.4,20083.685,0.9688,0.9735,0.9636,0.9673,3059698.8,250.07,251.08,247.5,248.68,201003.596,-0.0021167491239778864,-0.003973334105391603,-0.008886117201502642,-0.006431361395465291,-0.0014462812438378202,-0.005613937272029687
2025-01-24 03:00:00,103016.0,104298.0,102750.0,103891.75,1466.83904,3285.41,3313.13,3275.9,3302.26,21996.9398,0.34395,0.34981,0.34282,0.3477,74580708.0,680.4,684.32,678.87,682.26,18609.182,0.9674,0.9883,0.9665,0.9836,9999294.0,248.69,253.59,247.18,252.23,223274.875,0.008465078636420358,0.005115628665838978,0.010843741041792691,0.002729956342979888,0.016710625153536083,0.014174440267046805
2025-01-24 04:00:00,103891.75,104924.4,103804.77,104631.99,924.65561,3302.26,3340.4,3292.23,3333.4,17314.2984,0.3477,0.35397,0.34632,0.35326,44418589.0,682.25,686.32,680.65,685.92,11524.326,0.9837,0.9987,0.9763,0.9965,8836732.7,252.23,255.39,250.6,255.31,140278.685,0.0070998449335930025,0.009385721570365567,0.015864290713481735,0.005350185984980374,0.013029829310811999,0.012137123416532666
2025-01-24 05:00:00,104631.98,105262.13,104543.21,105222.15,885.69764,3333.4,3409.99,3329.3,3409.96,41052.5071,0.35325,0.3575,0.35237,0.35733,50330538.0,685.92,690.89,685.03,690.85,28743.067,0.9964,1.0077,0.995,1.0074,7659719.4,255.3,261.39,254.55,261.31,395530.15,0.005624492857796647,0.022707756895408694,0.011455394833621652,0.00716172065301172,0.010878893658700694,0.0232289488970895
2025-01-24 06:00:00,105222.15,105355.0,104628.0,104991.01,677.90826,3409.97,3421.0,3378.0,3386.4,35399.191,0.35733,0.35816,0.3557,0.3568,67910617.0,690.85,691.31,681.63,685.44,41879.8,1.0075,1.01,0.9951,0.9988,6337863.4,261.31,264.18,259.75,263.61,341278.602,-0.002199102027202951,-0.006933150796770515,-0.001484323855064897,-0.007861755683349262,-0.008573474905932087,0.008763296194055692
2025-01-24 07:00:00,104991.01,105181.82,104660.0,105046.8,654.2354,3386.41,3401.0,3372.33,3380.8,17269.1118,0.3568,0.35878,0.35585,0.35757,26129263.0,685.45,686.98,684.8,686.58,6942.034,0.9989,1.0027,0.9929,0.9978,3824411.3,263.62,264.44,259.58,259.7,222064.828,0.0005312376977465848,-0.0016550423449216939,0.0021557464568726635,0.0016617837383490054,-0.0010017029786811894,-0.014943619507158864
2025-01-24 08:00:00,105046.79,105650.0,104922.41,105500.76,938.64874,3380.79,3416.5,3374.68,3401.3,22720.9114,0.35756,0.362,0.35711,0.35993,66752580.0,686.59,689.62,685.77,688.72,11293.771,0.9978,1.0035,0.9935,1.0014,5011844.5,259.7,265.18,259.68,264.29,207649.426,0.004312191539512168,0.006045343605378459,0.006578420936212518,0.0031120507920207215,0.00360144446890747,0.017519866433089292
2025-01-24 09:00:00,105500.76,105759.0,105053.8,105146.67,853.1257,3401.29,3413.0,3391.68,3401.39,10977.3546,0.35991,0.36089,0.3578,0.35855,34564835.0,688.71,689.99,687.81,688.71,10052.216,1.0013,1.0057,0.9952,1.0013,6694652.2,264.29,265.3,262.85,263.82,164920.5,-0.0033619240786316677,2.6460120924216137e-05,-0.003841447770355596,-1.4519794109511922e-05,-9.986518208724995e-05,-0.0017799326810183033
2025-01-24 10:00:00,105146.67,105428.0,105051.46,105416.75,671.89744,3401.38,3415.0,3390.74,3413.4,13550.0405,0.35854,0.36471,0.35771,0.36407,35734025.0,688.7,690.24,687.85,690.24,7962.9,1.0012,1.0039,0.9972,1.0032,5099256.2,263.82,266.79,262.6,264.17,357467.11,0.0025653092841304245,0.0035246903965617635,0.015278036511710603,0.002219080645201915,0.0018957351648991973,0.001325782879472281
2025-01-24 11:00:00,105416.75,105527.69,105214.15,105420.1,516.72232,3413.39,3414.66,3392.39,3399.22,9836.5133,0.36407,0.36422,0.36167,0.36278,28765439.0,690.24,690.4,688.8,689.02,5833.549,1.0032,1.0042,0.9992,0.9998,4357764.9,264.18,267.34,264.09,266.82,164729.474,3.177812607512237e-05,-0.004162868464014099,-0.003549566910471104,-0.0017690650322276338,-0.0033949108991863605,0.00998143845041415
2025-01-24 12:00:00,105420.11,105586.29,105183.65,105526.58,627.41495,3399.21,3405.0,3386.67,3404.0,11390.7722,0.36279,0.36345,0.36029,0.36244,41537706.0,689.03,689.54,687.3,688.87,5598.861,0.9997,1.004,0.9977,1.004,3881878.7,266.83,267.7,264.27,265.31,168365.303,0.001009544298526261,0.001405217172622246,-0.0009376465759635034,-0.0002177242023564895,0.004192041272204483,-0.005675320139801155
2025-01-24 13:00:00,105526.58,105793.61,104982.03,105118.07,752.6107,3404.0,3428.0,3391.16,3394.99,22276.1605,0.36244,0.36362,0.36052,0.36224,39096810.0,688.87,689.9,685.77,686.04,8740.106,1.004,1.007,0.9975,1.0003,5051729.3,265.3,267.0,263.63,266.88,177037.277,-0.0038786697135475517,-0.0026503952129064276,-0.0005519677790964248,-0.004116638902327265,-0.0036920662605395634,0.005900165559523134
2025-01-24 14:00:00,105118.06,106321.66,104669.17,105758.0,2210.34491,3395.0,3422.7,3378.56,3399.66,23892.9911,0.36224,0.36349,0.3589,0.3614,43595341.0,686.04,689.57,685.15,687.6,12801.882,1.0003,1.0069,0.9927,1.0018,9920679.9,266.88,270.18,266.08,268.17,335023.806,0.006069270585069194,0.0013746111235610134,-0.0023215974166353203,0.0022713384448140423,0.00149842693238139,0.00482198859748905
2025-01-24 15:00:00,105758.0,105990.5,105259.49,105859.98,1331.94447,3399.67,3409.73,3355.67,3383.69,24718.0203,0.3614,0.36252,0.35756,0.35992,48916569.0,687.59,688.5,682.9,685.34,16151.116,1.0018,1.0049,0.9867,0.995,5844779.0,268.18,269.0,260.84,262.28,348131.562,0.0009638123177850813,-0.004708596639046472,-0.004103593625211264,-0.00329220802260202,-0.0068109237649237,-0.022208472372452364
2025-01-24 16:00:00,105859.99,106174.99,105589.0,105645.89,1432.51588,3383.64,3397.87,3377.39,3380.2,13007.3395,0.35992,0.36115,0.35818,0.35838,35512218.0,685.34,686.3,684.0,684.11,8155.843,0.995,0.997,0.9858,0.9865,3871745.0,262.28,264.82,261.8,261.9,164551.105,-0.0020244362307091286,-0.0010319506407451666,-0.004287908560647297,-0.0017963420800344134,-0.008579411695922736,-0.0014498838817524826
2025-01-24 17:00:00,105645.88,106699.99,105612.0,106458.46,1372.53034,3380.2,3406.24,3373.1,3397.9,12660.6054,0.35838,0.36132,0.35687,0.36027,35366844.0,684.12,687.64,683.34,686.53,7807.606,0.9865,0.9985,0.984,0.9942,3765604.9,261.91,264.93,261.37,264.53,114697.072,0.007662020842685504,0.005222714398778955,0.0052598743684320985,0.0035312007743208383,0.007775068197902129,0.009991914903044583
2025-01-24 18:00:00,106458.47,107120.0,106056.95,106327.72,1755.13607,3397.88,3409.4,3375.5,3381.49,12426.2516,0.36026,0.3611,0.35801,0.35869,17306437.0,686.53,687.2,684.82,685.57,7694.558,0.9942,0.9993,0.9913,0.9934,3157101.6,264.52,265.49,262.46,262.82,110242.681,-0.0012288393583827538,-0.004841152979769604,-0.004395244641034082,-0.0013993151470687863,-0.0008049909873220702,-0.0064852792012188515
2025-01-24 19:00:00,106327.31,106606.01,105687.0,105760.94,923.18803,3381.49,3395.0,3365.0,3368.7,16780.4663,0.35868,0.36004,0.35697,0.35741,24309456.0,685.56,686.1,683.02,683.74,8526.585,0.9934,0.9958,0.9867,0.9879,2750829.2,262.81,263.53,260.45,262.06,126578.396,-0.00534475864235416,-0.003789527496534351,-0.0035749235112638765,-0.002672880632587633,-0.005551924622821813,-0.002895902039052741
2025-01-24 20:00:00,105760.93,105781.0,104736.84,104859.11,1341.56971,3368.7,3378.79,3327.19,3329.28,27353.6222,0.35742,0.35837,0.352,0.35247,34312865.0,683.75,684.2,680.27,680.28,9519.185,0.9878,0.991,0.972,0.9723,5206418.8,262.06,262.39,257.0,257.33,240781.276,-0.008563624511073934,-0.01177084886642522,-0.013918069940812648,-0.005073250276509476,-0.01591707923481682,-0.018214177271544108
2025-01-24 21:00:00,104859.4,105391.47,104859.4,105124.61,748.98359,3329.29,3346.99,3323.49,3329.84,14875.3624,0.35248,0.35506,0.35224,0.35276,19082303.0,680.28,682.8,680.28,681.24,4949.099,0.9724,0.9808,0.9711,0.9753,5753435.0,257.34,261.43,256.33,257.61,339532.337,0.0025287688158120475,0.00016819039191965848,0.0008224267723892578,0.0014101888464225706,0.003080717162357822,0.0010875054476079025
2025-01-24 22:00:00,105124.61,105477.0,104706.08,104777.25,540.29145,3329.9,3336.88,3322.36,3325.73,9892.6289,0.35276,0.35327,0.34967,0.35038,23629669.0,681.25,681.84,680.27,680.47,4113.498,0.9753,0.9798,0.969,0.9701,3525117.8,257.6,257.83,254.24,254.52,153562.137,-0.0033097402480639633,-0.001235055907288765,-0.006769659212304032,-0.0011309310823442585,-0.00534595701073146,-0.012067394987911732
2025-01-24 23:00:00,104777.25,104925.2,104456.89,104870.5,664.58527,3325.72,3325.99,3304.11,3310.09,14309.6398,0.35038,0.35092,0.34882,0.35085,22896312.0,680.48,680.99,678.75,680.45,10756.251,0.9701,0.9725,0.967,0.9712,3243412.6,254.52,255.21,252.74,253.37,118508.984,0.000889587473746423,-0.004713819531023808,0.001340501890621702,-2.939188196424728e-05,0.0011332613379959843,-0.004528547383585184
2025-01-25 00:00:00,104870.51,104870.51,104361.89,104419.59,772.42555,3310.1,3313.98,3270.46,3273.97,23108.5811,0.35086,0.35119,0.34547,0.34547,46505311.0,680.45,681.48,678.1,678.14,9682.275,0.9712,0.9741,0.9643,0.9645,4022741.7,253.36,253.71,248.24,248.25,303093.675,-0.004308954118883543,-0.010972063547923485,-0.015452972940748565,-0.003400587706473635,-0.006922587959449941,-0.02041456805572427
2025-01-25 01:00:00,104419.58,104815.01,104380.15,104738.0,449.96362,3273.97,3306.5,3268.66,3294.54,15590.1619,0.34547,0.35083,0.34547,0.34953,47692288.0,678.14,682.55,677.68,682.4,7513.688,0.9645,0.9812,0.9642,0.9759,4148683.6,248.25,253.08,248.08,251.86,221005.596,0.003044692243544152,0.006263236942174462,0.011683586142410282,0.006262239877616286,0.011750289801631692,0.014437074652418364
2025-01-25 02:00:00,104738.01,104830.27,104473.67,104559.54,266.96726,3294.54,3304.1,3289.33,3295.0,7449.8997,0.34953,0.35076,0.348,0.35006,19407185.0,682.4,683.69,681.5,683.16,3751.729,0.9758,0.9784,0.9729,0.9774,1504691.3,251.87,252.7,249.72,250.37,123512.929,-0.0017053238489925448,0.00013961520857219096,0.001515173462729951,0.001113096573521341,0.0015358626886391468,-0.005933553836054671
2025-01-25 03:00:00,104559.54,105280.82,104461.0,105202.4,540.50196,3295.0,3325.0,3292.42,3319.44,10430.9198,0.35005,0.35406,0.34929,0.35351,29385503.0,683.16,684.33,682.23,683.98,11227.29,0.9773,0.9881,0.9742,0.9876,3203871.1,250.36,253.0,249.6,252.74,131847.856,0.00612944381321626,0.007389926047954591,0.009807205116964713,0.0011995846779874516,0.010381772634970076,0.00942146858888902
2025-01-25 04:00:00,105202.4,105202.4,104620.0,104648.0,332.21617,3319.43,3319.7,3298.02,3300.05,6364.7943,0.35351,0.35353,0.3499,0.35,15194729.0,683.99,684.67,683.24,683.4,5320.037,0.9876,0.9897,0.9796,0.9815,2100386.1,252.73,252.74,250.25,250.35,97171.178,-0.005283776345668174,-0.0058584741296221175,-0.009978618996194856,-0.0008483377477868487,-0.006195743754508676,-0.009501353554581017
2025-01-25 05:00:00,104647.99,104701.18,104236.95,104365.97,368.22303,3300.05,3302.87,3288.0,3296.51,6786.7468,0.35001,0.35092,0.34805,0.34995,16257325.0,683.4,684.75,682.1,683.76,7074.34,0.9816,0.9833,0.9766,0.9784,1972923.9,250.35,250.8,248.22,248.74,188822.425,-0.00269867292760217,-0.001073286785786404,-0.00014286734791066534,0.0005266391765711395,-0.00316342934355315,-0.0064517645503587885
2025-01-25 06:00:00,104365.96,104480.0,104216.81,104308.0,464.86744,3296.5,3303.31,3283.82,3292.51,12678.8477,0.34995,0.35109,0.34804,0.3489,13528863.0,683.76,684.56,682.45,682.98,5145.187,0.9784,0.9799,0.9704,0.9728,2416402.6,248.75,249.64,246.49,247.26,207408.401,-0.0005556035713630926,-0.0012141412505591639,-0.003004938942820237,-0.0011414022925822019,-0.005740073161060088,-0.005967759646814099
2025-01-25 07:00:00,104308.0,104523.25,104287.24,104385.98,241.89788,3292.51,3295.45,3283.57,3291.53,6698.6295,0.34889,0.34962,0.34811,0.34854,12320671.0,682.97,683.27,681.63,681.82,4042.752,0.9728,0.9775,0.9713,0.9764,1585810.7,247.25,247.65,246.55,247.28,160786.149,0.0007473143559693216,-0.00029768956666031217,-0.0010323469602322019,-0.0016998831760378864,0.003693827306902548,8.088324507998833e-05
2025-01-25 08:00:00,104385.99,104497.54,104135.71,104341.98,360.1847,3291.52,3301.2,3282.62,3291.06,6385.095,0.34854,0.35011,0.34777,0.34847,11537364.0,681.82,682.89,681.05,682.39,3545.539,0.9764,0.9798,0.9734,0.9754,2198061.4,247.27,249.74,247.02,249.12,170404.822,-0.00042160140550157965,-0.00014280093422162029,-0.00020085795106340826,0.0008356485191715925,-0.001024695242852802,0.007413410261827396
2025-01-25 09:00:00,104341.99,104450.48,104276.41,104366.63,262.45644,3291.06,3292.49,3281.35,3283.69,4070.1888,0.34848,0.34896,0.34631,0.34671,21548435.0,682.39,682.91,681.68,682.33,3354.392,0.9754,0.9773,0.9701,0.9733,2480268.6,249.12,249.47,247.32,247.92,111502.985,0.0002362145013052372,-0.0022419112778138996,-0.005063447625973079,-8.79301249173238e-05,-0.002155283843504306,-0.004828594606195445
2025-01-25 10:00:00,104366.62,104661.04,104106.09,104540.0,367.66841,3283.69,3298.24,3272.09,3295.53,8030.153,0.34671,0.34873,0.34543,0.34852,21942959.0,682.34,684.26,681.16,684.17,5642.568,0.9732,0.9765,0.9683,0.9761,2375485.2,247.92,248.89,246.33,248.74,152692.09,0.0016597849460421742,0.003599214734153826,0.005206921707626412,0.002693012970394477,0.002872680748471463,0.0033020607461022905
2025-01-25 11:00:00,104540.0,104700.01,104391.27,104670.99,264.28735,3295.53,3311.5,3291.13,3306.91,7968.3326,0.34853,0.351,0.34822,0.35046,21658518.0,684.16,685.36,683.72,685.0,7688.4,0.9761,0.9811,0.974,0.9797,1813799.7,248.74,250.78,247.56,249.97,123670.913,0.001252228834793673,0.003447213838917505,0.00555095991718689,0.0012124135084340183,0.003681362169677229,0.004932736436075419
2025-01-25 12:00:00,104670.99,104792.0,104456.0,104753.07,258.87101,3306.91,3307.24,3294.24,3306.17,5747.1869,0.35046,0.35073,0.34912,0.35046,20987043.0,685.0,685.14,684.01,684.79,4541.379,0.9796,0.9807,0.9758,0.9794,1637699.2,249.97,249.97,248.25,249.73,116287.062,0.0007838641291052369,-0.00022379889645626346,0.0,-0.00030661634505326624,-0.0003062630823795554,-0.0009605764196683684
2025-01-25 13:00:00,104753.08,104868.0,104629.31,104717.04,395.63454,3306.17,3310.1,3300.68,3307.83,5173.3324,0.35046,0.35124,0.34966,0.35035,22765511.0,684.8,685.75,684.6,685.42,5883.757,0.9794,0.9835,0.9764,0.9775,3023261.5,249.73,250.96,249.33,250.35,101928.75,-0.0003440108983123116,0.000501965538208532,-0.00031392246373011665,0.0009195671384592634,-0.0019418474086962158,0.002479604533951721
2025-01-25 14:00:00,104717.05,104721.99,104473.16,104600.01,268.90837,3307.82,3319.5,3298.45,3315.85,5379.9266,0.35035,0.35083,0.34866,0.35059,18145034.0,685.42,687.24,684.64,687.05,5405.451,0.9775,0.9809,0.9722,0.9807,2068073.9,250.34,251.43,249.1,251.02,104341.562,-0.0011182081172500732,0.0024216157541594252,0.0006847947310152824,0.0023752807221520127,0.0032683105387538705,0.002672678456346495
2025-01-25 15:00:00,104600.0,105111.11,104594.01,104897.79,540.7027,3315.84,3345.0,3310.0,3334.62,20905.2441,0.35059,0.36165,0.35059,0.35623,173201686.0,687.05,688.5,685.8,687.3,10005.67,0.9807,0.9891,0.9798,0.9871,4348293.8,251.02,254.7,250.93,253.68,218303.193,0.0028428002637043014,0.005644728820356609,0.01595914010849657,0.00036380834977609066,0.006504749025567609,0.0105410129977917
2025-01-25 16:00:00,104897.79,104989.49,104591.67,104654.9,424.39657,3334.62,3349.58,3330.64,3342.27,11132.2982,0.35624,0.35873,0.35372,0.35553,45480043.0,687.31,688.23,686.6,687.67,6520.363,0.9872,0.9919,0.9828,0.9854,2927049.3,253.68,256.57,253.08,255.85,205346.481,-0.002318176958483312,0.002291487008908751,-0.001966955787587559,0.0005381935735774973,-0.001723701313979514,0.008517705021008836
2025-01-25 17:00:00,104654.91,104934.39,104449.75,104899.71,546.35715,3342.28,3346.19,3330.63,3344.17,9698.4607,0.35552,0.35583,0.3521,0.35496,25765586.0,687.67,687.7,685.9,687.18,4019.513,0.9854,0.9856,0.9771,0.9832,2813565.2,255.84,258.15,253.17,257.88,234827.53,0.0023364803224419925,0.0005683143948465978,-0.0016045267978129774,-0.0007128050634571872,-0.002235091858037701,0.007903025191318516
2025-01-25 18:00:00,104899.72,105286.52,104843.25,104983.49,486.25249,3344.16,3348.67,3335.6,3342.2,5796.8249,0.35495,0.35669,0.3544,0.35567,19776627.0,687.17,687.8,686.84,687.28,3947.035,0.9832,0.9856,0.9796,0.9838,1951250.2,257.88,260.78,257.8,258.6,205541.989,0.0007983488383048286,-0.0005892584637114572,0.0019982275902997813,0.00014551169212128143,0.000610066109414312,0.0027881058953378
