,symbol,total_returns,percentage_result,num_trades,win_rate,avg_return,sharpe_ratio,max_drawdown,initial_capital,final_capital
0,BTC/USDT,0.042650593297756674,4.265059329775667,6,0.6666666666666666,0.007126508229376177,0.3852227871600661,-0.011995656752022285,10000,10426.505932977567
1,ETH/USDT,0.016540354683834267,1.6540354683834266,2,1.0,0.008247763557473514,1.2050388225651991,0.0,10000,10165.403546838343
2,DOGE/USDT,0.0037612719757686135,0.37612719757686136,2,0.5,0.0032580543191070774,0.04327511036551719,0.0,10000,10037.612719757686
4,SOL/USDT,0.02628205073582103,2.628205073582103,11,0.6363636363636364,0.004181057521974899,0.06527865157401519,-0.08992290342423633,10000,10262.82050735821
