,BTC/USDT_sharpe_ratio,BTC/USDT_CALMAR_RATIO,ETH/USDT_sharpe_ratio,ETH/USDT_CALMAR_RATIO,DOGE/USDT_sharpe_ratio,DOGE/USDT_CALMAR_RATIO,BNB/USDT_sharpe_ratio,BNB/USDT_CALMAR_RATIO,ADA/USDT_sharpe_ratio,ADA/USDT_CALMAR_RATIO,SOL/USDT_sharpe_ratio,SOL/USDT_CALMAR_RATIO
0,-1.1910750613972023,-0.6873065146435576,-1.2158438970721404,-0.7143292676944136,-1.3773542986442708,-0.5986634656157473,-0.49897264869749647,-0.3312048882915193,-0.9586798393075493,-0.5712978222464913,-1.5032613006793658,-0.6726600440731079
